epoch,train_loss,val_loss
1,212.20034699625572,140.4738128507528
2,160.99767175242044,139.2190199821226
3,166.58067680608272,137.55916103468803
4,163.72579356121113,138.15838472635323
5,158.06280780578382,136.33479200468418
6,163.60937554967478,136.32031459904962
7,164.35918505471517,136.80512253667985
8,165.59315006904203,137.00931624201766
9,161.63209140395443,137.0537250506595
10,160.10869727011266,137.03994744417034
11,154.5558998876997,135.92193381686556
12,165.91254741267153,136.39129255346157
13,157.93981283739285,140.64253577814836
14,156.28550762020865,136.26152803929003
15,169.2219673584881,137.18189975415126
16,156.95881580179696,136.44316011783252
17,161.5118314606904,130.25965594647886
18,140.9809000932855,126.40653582682009
19,140.24228905884837,126.40293105631883
20,137.84320021760186,125.71244851600898
21,137.80940894774284,124.65410398496243
22,136.71494899253054,124.47773051878447
23,136.64529215337836,125.1923250274892
24,135.8278686148731,123.88409890228512
25,134.73055016463113,124.09096204087245
26,136.10903361842486,124.00293497802798
27,138.53107533456802,123.94045302372747
28,135.0348671340174,123.1692427111066
29,134.07013000439994,123.6223896337617
30,135.7009352698136,122.5452797495502
31,133.31513044859886,123.74148273407634
32,134.23065557171395,123.21393529455429
33,134.8664276270575,122.8682325903939
34,134.92285322659328,122.64506160447007
35,132.99215248556325,122.34562219533562
36,135.57058512339546,123.18830442517574
37,133.43834383147492,122.42399068293143
38,132.70882295267847,122.12213597228387
39,134.3647795617359,121.77117802746548
40,132.5069510023201,121.85709851082406
41,134.48733640468504,122.22359387018432
42,132.17352890082037,120.8624465065427
43,135.31078459459124,120.70149185164266
44,134.91029820360316,121.98926177558121
45,134.4388788708742,121.73498720246866
46,133.41160530895223,120.81933744997382
47,131.6641427377434,120.92559199897616
48,131.0794342137097,121.74359149362081
49,132.16138690260794,121.75373294874052
50,131.75279942674155,120.60071359364645
51,131.89940346658648,120.960531967667
52,130.75270405683023,122.62836060146432
53,132.0323033657365,121.9333612665244
54,129.81964334465243,119.92945076859306
55,130.1897379253461,121.21581439217451
56,131.36064582124723,120.59498990379757
57,129.61754352279075,119.51044209719785
58,131.1145908936234,120.18252866139764
59,131.5502799612378,120.20536013623295
60,129.34144704675285,120.05005938207204
61,128.64447662597235,119.06181134446021
62,125.82098955630957,119.99006565301713
63,131.39766316116453,120.263781316056
64,127.91138145360779,118.68049969211701
65,127.70466463258862,118.88881875285782
66,124.47055592543875,117.89078056751903
67,128.94137786046335,118.25130634195358
68,124.9826680875668,118.10016068367283
69,127.37887122642108,120.0822753690777
70,128.73371914527274,116.15251917277804
71,127.58185255972343,117.75837133465306
72,124.87542636587699,115.73982000029967
73,127.65946940367436,116.47769366795461
74,124.28885009659516,115.53787095954786
75,116.01901415139785,116.33037162834535
76,124.26300796626452,111.7488127783501
77,117.62291241074311,115.48388715910295
78,121.40589199207723,112.52460080459893
79,112.24957290381198,112.1673465117681
80,114.89242843974215,109.63917797811824
81,116.69597442309252,113.4700213222941
82,113.11245008640081,105.4193162378455
83,102.28521062851061,106.63959842674004
84,107.04525518424852,100.5544657796518
85,106.86196412372688,103.9862245863452
86,105.22482020507928,101.98669645942647
87,107.98281574067377,102.26392434556082
88,96.07535428612277,95.52114615653934
89,100.02640090472589,108.93830258335885
90,86.22792904893632,87.22174991229095
91,93.56063520659706,89.93979980347476
92,90.11900499929216,92.42831224242836
93,64.90811521886137,70.1546789564091
94,65.91309618587474,65.66861341216348
95,63.50867458179791,66.1924989317551
96,77.69149729503728,67.38193839170303
97,52.980936501317586,69.86436503939679
98,56.21171610391074,71.52286115229145
99,44.17551497728717,68.66634657801835
100,65.80418572757468,50.71846019614699
101,67.5300268472021,50.12650171116936
102,40.21740738954113,59.77628012775771
103,53.669937834806994,55.78290934757816
104,60.970532590596704,64.26293570373701
105,82.81762746246388,54.521893205594395
106,62.95972103521179,81.58670087392665
107,40.40350603072246,49.00685245276959
108,58.08757571644344,32.881660028477725
109,56.299530513286996,48.67828967198789
110,36.17840103722891,31.014511756501623
111,37.46085350283473,64.45492285275516
112,43.38453054106558,41.49387246537164
113,32.358435258632916,46.29189339376265
114,37.4290904003427,50.49818125434699
115,60.78632779356834,40.90901614398646
116,42.67083596092911,34.565279269148526
117,57.682777631799866,34.60124571842691
118,59.526163980898716,41.819095242948286
119,36.08084419786783,45.341901840384374
120,73.69900494443668,33.363023176411886
121,55.336816391166096,48.0209513949064
122,79.84989756701694,30.0558352825388
123,61.29632352799632,51.38046899810533
124,62.5724519314313,47.163243318868936
125,57.87556523901782,41.41794290402132
126,66.5988609638546,30.170859123795424
127,80.37298993523703,45.15617371056754
128,68.75427795219466,28.842833620362267
129,37.352063561154814,39.92293567433099
130,59.497450909121895,36.19768726260018
131,32.79898382408346,27.670361473858435
132,62.05295238528117,14.819988247522573
133,60.16970415392687,20.544835599159693
134,54.692736680081616,50.769784352233394
135,34.95764273423809,45.89522959273264
136,64.08278244947378,16.800764353124023
137,43.37691169362374,27.790804249196015
138,57.679400977873655,41.84325759972105
139,36.72790854788827,21.748431876639437
140,34.101624535719964,26.662106306131474
141,56.39366149180916,26.119352877028813
142,55.75049815242499,40.83427151464774
143,75.08710184685332,46.038402010014586
144,38.516981932672614,22.41555798609903
145,61.17662763577869,24.963954744323736
146,34.229701956596855,20.45604028294354
147,31.73746420087879,30.077926470387368
148,54.95101550647385,16.294036642499556
149,55.12055451649313,18.897337587602422
150,31.96678360860493,17.304374706455942
151,40.47396222892043,28.279501654026955
152,57.97022553070374,42.49475703071639
153,33.822796520025186,26.805226818875166
154,34.196693788099864,28.225871039689046
155,78.2190618274062,25.932513882814487
156,57.62632592587929,12.050033983978327
157,64.1863257952149,36.05836404401186
158,37.75109886253852,33.82630534723135
159,33.83735350649918,26.404257246094748
160,34.39062677077467,22.97090262821343
161,33.916913706715825,10.027845004405126
162,55.32713052301218,33.7317670639659
163,65.94448166432684,21.550237676932696
164,35.15668713160873,40.801589556024474
165,43.10571466940077,15.954752261798816
166,57.68210441007281,17.080989020946852
167,33.79997700398646,28.69906500224208
168,43.92183218718842,12.32804043173504
169,56.78354046359608,26.086187129718596
170,36.27484938657463,32.30228118981021
171,31.708052145214694,26.434143994433565
172,61.85423260881217,21.857203721300948
173,35.25192979799897,15.334623911195804
174,61.8486098097872,20.17685601769114
175,67.64930435164096,23.604241408052143
176,36.60305096448248,37.03994985826172
177,59.84892823147879,41.59842184752472
178,39.17044611231001,12.2351966842719
179,33.49034397840786,12.687538361682856
180,33.64790624678833,17.638742492059745
181,53.95609276564068,26.009035200889635
182,65.58208652492713,47.13034043134736
183,37.38091708431994,37.27799396780579
184,54.898963368268035,14.655375388297232
185,57.29839251626116,52.70416770140923
186,62.442247972204875,25.941007329285604
187,42.15228556513044,27.548496259876455
188,38.40730539568697,31.396175950153832
189,36.81175248362254,18.64366553685278
190,54.253176897939625,57.19090225031712
191,72.94906289242044,31.407249972363275
192,36.46460283654807,23.10328272389463
193,33.71077834745088,14.721876724755976
194,32.25858594951742,60.04621634820848
195,57.49186811356403,27.714971274447358
196,38.228663087994775,15.469412472336428
197,55.093278712140155,35.07947222377992
198,32.53836100358569,24.173682666721106
199,57.9367634919352,35.162031879427595
200,82.32724020899252,11.20960519463817
201,33.45730067734119,13.502091135415546
202,58.9222419262273,36.46054301224401
203,60.52360769362918,28.337727408382424
204,35.874307769796864,42.741353196832094
205,34.74235522213633,26.616119544828965
206,37.74403103848677,15.77048277073115
207,61.45555369660775,19.955546817154097
208,29.74745556997418,19.566080290519277
209,61.92082662141366,14.849201826978067
210,53.98218539925506,44.10033305185186
211,42.13578381249684,30.32140992632296
